name,owner,language,age_years,pull_requests,releases,last_update_days,issues_total,issues_closed,issues_ratio,stars,contributors
react-router,remix-run,TypeScript,11.27945205479452,3194,311,0,8149,8049,0.9877285556510002,55401,1099
face_recognition,ageitgey,Python,8.479452054794521,94,2,-1,1370,595,0.4343065693430657,55305,51
yolov5,ultralytics,Python,5.2684931506849315,2207,10,-1,9430,9173,0.9727465535524921,55082,350
Real-Time-Voice-Cloning,CorentinJ,Python,6.249315068493151,48,0,0,1101,896,0.8138056312443234,54902,16
minio,minio,Go,10.613698630136986,9855,519,-1,7811,7776,0.9955191396748175,54771,505
gpt-engineer,AntonOsika,Python,2.3205479452054796,350,20,-1,501,470,0.93812375249501,54763,103
ripgrep,BurntSushi,Rust,9.457534246575342,516,72,-1,1711,1579,0.9228521332554062,54721,385
AFFiNE,toeverything,TypeScript,3.0657534246575344,8710,574,-1,3017,2733,0.90586675505469,54509,177
faceswap,deepfakes,Python,7.682191780821918,357,4,-1,881,847,0.9614074914869466,54435,90
zustand,pmndrs,TypeScript,6.3780821917808215,808,98,-1,690,688,0.9971014492753624,54290,340
element,ElemeFE,Vue,8.975342465753425,3231,145,1,17864,15250,0.8536721898790864,54241,600
bat,sharkdp,Rust,7.345205479452055,1468,41,-1,1518,1193,0.7859025032938076,54090,379
ChatGPT,lencx,Rust,2.712328767123288,123,34,0,1200,361,0.30083333333333334,54047,29
project-layout,golang-standards,Makefile,7.958904109589041,90,0,-1,112,44,0.39285714285714285,53565,76
awesome-android-ui,wasabeef,Unknown,10.67123287671233,90,0,-1,114,94,0.8245614035087719,53472,73
rich,Textualize,Python,5.789041095890411,836,170,0,1430,1223,0.8552447552447553,53435,265
normalize.css,necolas,CSS,14.315068493150685,56,0,-1,517,461,0.8916827852998066,53364,44
hackingtool,Z4nzu,Python,5.36986301369863,56,0,-1,373,321,0.8605898123324397,53348,36
requests,psf,Python,14.534246575342467,1591,14,0,4061,3861,0.950751046540261,53199,649
maybe,maybe-finance,Ruby,1.643835616438356,1073,28,-1,0,0,0,53158,148
pi-hole,pi-hole,Shell,11.216438356164383,2106,118,-1,3082,3043,0.9873458792991564,53036,236
astro,withastro,TypeScript,4.443835616438356,7328,1000,-1,5568,5421,0.9735991379310345,52986,945
PaddleOCR,PaddlePaddle,Python,5.295890410958904,2961,24,-1,9902,9764,0.9860634215310038,52944,293
meilisearch,meilisearch,Rust,7.33972602739726,2148,266,-1,2308,2097,0.908578856152513,52899,197
FFmpeg,FFmpeg,C,14.36986301369863,16,0,-1,0,0,0,52502,1438
appwrite,appwrite,TypeScript,6.380821917808219,3847,112,-1,4091,3464,0.8467367391835737,52431,359
rclone,rclone,Go,11.446575342465753,2119,115,0,5791,4820,0.8323260231393542,52220,828
awesome-rust,rust-unofficial,Rust,11.10958904109589,1570,0,-1,142,132,0.9295774647887324,52212,978
github-cheat-sheet,tiimgreen,Unknown,11.372602739726027,129,0,-1,71,48,0.676056338028169,52141,82
material-design-icons,google,Unknown,10.882191780821918,50,16,-1,1531,1159,0.7570215545395167,52002,45
ionic-framework,ionic-team,TypeScript,12.016438356164384,6304,914,-1,22058,21482,0.9738870251156043,51999,510
dive,wagoodman,Go,7.284931506849315,164,28,-1,359,202,0.5626740947075209,51796,78
pdf.js,mozilla,JavaScript,14.336986301369864,8093,76,0,10277,9873,0.9606889169991243,51657,405
segment-anything,facebookresearch,Jupyter Notebook,2.421917808219178,15,0,-1,703,178,0.2532005689900427,51621,87
crawl4ai,unclecode,Python,1.2904109589041095,89,8,-1,796,648,0.8140703517587939,51456,50
firecrawl,firecrawl,TypeScript,1.356164383561644,821,23,-1,681,533,0.7826725403817915,51421,104
core,vuejs,TypeScript,7.2027397260273975,3236,246,0,5776,5105,0.8838296398891967,51378,567
Docker-OSX,sickcodes,Shell,5.221917808219178,107,0,-1,667,282,0.42278860569715143,51235,50
Semantic-UI,Semantic-Org,JavaScript,12.383561643835616,355,154,-1,6235,5268,0.8449077786688052,51194,208
kotlin,JetBrains,Kotlin,13.534246575342467,2064,266,-1,0,0,0,51140,785
trackerslist,ngosang,Unknown,9.336986301369864,1,0,-1,485,479,0.9876288659793815,51103,2
OpenBB,OpenBB-finance,Python,4.676712328767123,4114,46,-1,2245,2208,0.9835189309576837,51087,246
guava,google,Java,11.243835616438357,1013,56,-1,3620,2992,0.8265193370165745,51035,326
marktext,marktext,JavaScript,7.7835616438356166,939,36,0,2914,1637,0.561770761839396,51028,144
joplin,laurent22,TypeScript,8.605479452054794,4411,386,-1,7255,6710,0.9248793935217091,50942,670
prettier,prettier,JavaScript,8.736986301369862,8876,127,0,6958,5737,0.8245185398102903,50867,741
starship,starship,Rust,6.397260273972603,2901,135,-1,2510,1774,0.7067729083665338,50717,609
powerlevel10k,romkatv,Shell,6.498630136986302,167,33,-1,2572,2466,0.9587869362363919,50630,275
jekyll,jekyll,Ruby,16.852054794520548,3188,112,-1,4897,4781,0.9763120277721054,50515,1091
grok-1,xai-org,Python,1.4356164383561645,5,0,-1,0,0,0,50408,289
Ghost,TryGhost,JavaScript,12.312328767123288,14280,903,-1,7132,7066,0.9907459338194055,50386,694
gitea,go-gitea,Go,8.813698630136987,17781,216,0,14900,12303,0.8257046979865772,50283,1491
GPT-SoVITS,RVC-Boss,Python,1.6082191780821917,338,4,-1,1893,1178,0.6222926571579503,50279,87
DefinitelyTyped,DefinitelyTyped,TypeScript,12.89041095890411,52119,1,-1,8088,7521,0.9298961424332344,50233,9959
ImHex,WerWolv,C++,4.786301369863014,671,80,-1,1418,1182,0.8335684062059239,50220,166
etcd,etcd-io,Go,12.139726027397261,9795,259,0,7004,6823,0.9741576242147344,50131,927
pocketbase,pocketbase,Go,3.136986301369863,54,221,-1,1840,1821,0.9896739130434783,50033,58
first-contributions,firstcontributions,Unknown,8.92876712328767,86178,0,-1,933,909,0.9742765273311897,50017,9981
chinese-poetry,chinese-poetry,JavaScript,8.978082191780821,137,1,-1,211,92,0.43601895734597157,49963,64
bulma,jgthms,CSS,9.586301369863014,642,22,0,2724,2394,0.8788546255506607,49909,383
awesome-ios,vsouza,Swift,11.128767123287671,2233,0,-1,488,486,0.9959016393442623,49698,874
cline,cline,TypeScript,1.1315068493150684,1674,147,-1,2248,1753,0.7798042704626335,49627,224
go-ethereum,ethereum,Go,11.665753424657535,8252,219,-1,8487,8283,0.9759632378932485,49611,1187
hiring-without-whiteboards,poteto,JavaScript,8.446575342465753,1300,0,0,0,0,0,49174,1021
OpenManus,FoundationAgents,Python,0.4657534246575342,106,3,-1,705,313,0.44397163120567373,49172,55
autogen,microsoft,Python,2.0164383561643837,2499,97,-1,2856,2463,0.8623949579831933,49024,563
Motrix,agalwood,JavaScript,6.684931506849315,192,21,-1,1340,593,0.4425373134328358,48965,69
mastodon,mastodon,Ruby,9.506849315068493,17716,289,0,12256,8234,0.6718342036553525,48893,964
cypress,cypress-io,TypeScript,10.479452054794521,7372,373,0,15088,13780,0.9133085896076352,48832,521
awesome-wechat-weapp,justjavac,Unknown,8.923287671232877,277,0,-1,0,0,0,48769,180
30-Days-Of-Python,Asabeneh,Python,5.764383561643836,61,0,-1,135,79,0.5851851851851851,48719,16
hacker-scripts,NARKOZ,JavaScript,9.761643835616438,63,0,-1,88,53,0.6022727272727273,48654,48
